id,topic,conceptId,verificationStatus,scoreEligible,reference,referenceUrl,stem,correctAnswer
118,פתולוגיה ורפואת הפה,legacy_118,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו גורם הסיכון המרכזי ל-actinic cheilitis?,חשיפה כרונית לשמש
119,פתולוגיה ורפואת הפה,legacy_119,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה נגע דורש ביופסיה כאשר הוא מתמשך ואינו מוסבר?,כיב אוראלי שאינו מחלים במשך יותר משבועיים
120,פתולוגיה ורפואת הפה,legacy_120,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו Nikolsky sign חיובי?,קילוף/היפרדות אפיתל בעקבות לחץ צדדי
121,פתולוגיה ורפואת הפה,legacy_121,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזו בלוטת רוק נפגעת בשכיחות הגבוהה ביותר מ-sialolithiasis?,Submandibular
122,פתולוגיה ורפואת הפה,legacy_122,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה ממצא רדיוגרפי קלאסי ל-multiple myeloma?,Punched-out radiolucencies
123,פתולוגיה ורפואת הפה,legacy_123,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה תיאור אופייני ל-fibrous dysplasia?,Ground-glass appearance
124,פתולוגיה ורפואת הפה,legacy_124,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה נגע הוא pseudocyst שכיח בלסת של צעירים?,Simple/traumatic bone cyst
125,פתולוגיה ורפואת הפה,legacy_125,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו המיקום השכיח של recurrent intraoral herpes באדם אימונוקומפטנטי?,רירית קרטינית כגון חיך קשה וחניכיים צמודות
126,שיקום וסגר,legacy_126,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו Kennedy Class I?,אזורי חוסר שיניים דו-צדדיים אחוריים לשיניים הנותרות
127,שיקום וסגר,legacy_127,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו Kennedy Class II?,Unilateral distal extension
128,שיקום וסגר,legacy_128,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו Kennedy Class IV?,אזור חוסר קדמי יחיד החוצה את קו האמצע
129,שיקום וסגר,legacy_129,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו תפקיד primary connector ב-RPD?,לאחד את רכיבי התותבת ולפזר כוחות בין חלקיה
130,שיקום וסגר,legacy_130,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו תפקיד occlusal rest ב-RPD?,לספק תמיכה אנכית ולמנוע שקיעת התותבת לרקמות
131,שיקום וסגר,legacy_131,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה אזור משמש landmark מרכזי לקביעת גובה המישור הסגרי בתותבת תחתונה?,Retromolar pad
132,שיקום וסגר,legacy_132,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהי מטרת border molding בתותבת שלמה?,עיצוב פונקציונלי של גבולות המטבע/התותבת
133,שיקום וסגר,legacy_133,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהי מטרת posterior palatal seal בתותבת עליונה?,לשפר seal ורטנציה ולפצות על שינויי עיבוד
134,שיקום וסגר,legacy_134,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו centric relation?,יחס לסתי repeatable שאינו תלוי במגעי שיניים
135,שיקום וסגר,legacy_135,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו maximum intercuspation?,המיקום שבו יש התאמה מרבית בין תלוליות השיניים ללא תלות ב-CR
136,שיקום וסגר,legacy_136,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,"ב-lateral excursion, מהו working side?",הצד שאליו הלסת התחתונה נעה
137,שיקום וסגר,legacy_137,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה שיקום שתל מפחית סיכון לשאריות צמנט תת-חניכיות?,Screw-retained
138,שיקום וסגר,legacy_138,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו ferrule effect בשן משוקמת?,טבעת דנטין היקפית מעל קו הסיום המשפרת עמידות לשבר
139,שיקום וסגר,legacy_139,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,"בכתר קצר קלינית, הוספת grooves להכנה תורמת בעיקר ל:",Resistance form
140,שיקום וסגר,legacy_140,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו אחד היתרונות של שיקום מוברג על שתל?,Retrievability
141,משמרת וחומרים,legacy_141,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו המרכיב הפוטואיניציאטורי הנפוץ בקומפוזיט light-cure?,Camphorquinone
142,משמרת וחומרים,legacy_142,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מדוע נמנעים משימוש בחומר המכיל eugenol מתחת לקומפוזיט resin?,Eugenol עלול לעכב polymerization רדיקלי
143,משמרת וחומרים,legacy_143,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו תפקיד acid etching באמייל?,יצירת microporosities לשיפור micromechanical retention
144,משמרת וחומרים,legacy_144,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה חומר משחרר פלואוריד ונקשר כימית למבנה השן?,Glass ionomer cement
145,משמרת וחומרים,legacy_145,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו polymerization shrinkage בקומפוזיט?,התכווצות נפחית במהלך ההקשיה
146,משמרת וחומרים,legacy_146,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו C-factor?,היחס בין משטחים קשורים למשטחים חופשיים בחלל
147,משמרת וחומרים,legacy_147,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהי מטרת matrix band בשחזור Class II?,לשחזר קיר פרוקסימלי וקונטקט
148,משמרת וחומרים,legacy_148,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו תפקיד wedge בשחזור Class II?,התאמת המטריצה בגבול הג׳ינג׳יבלי וסיוע בקונטקט
149,משמרת וחומרים,legacy_149,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה חומר נחשב thermoplastic?,Impression compound
150,משמרת וחומרים,legacy_150,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו היתרון העיקרי של rubber dam בשחזור adhesive?,שליטה בלחות ובידוד השדה
151,רפואת שיניים לילדים,legacy_151,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהי הגדרת early childhood caries (ECC)?,נוכחות משטח עששתי/חסר/משוחזר עקב עששת בשן נשירה בילד מתחת לגיל 6
152,רפואת שיניים לילדים,legacy_152,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו חומר האיטום המקובל ל-pit and fissure sealant?,Resin-based sealant או glass ionomer לפי אינדיקציה
153,רפואת שיניים לילדים,legacy_153,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו טיפול מועדף ל-avulsion של שן נשירה?,לא להשתיל מחדש
154,רפואת שיניים לילדים,legacy_154,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,"ב-avulsion של שן קבועה בשלה, מהו העיקרון החשוב ביותר לפרוגנוזת PDL?",קיצור זמן יובש חוץ-פה
155,רפואת שיניים לילדים,legacy_155,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזו שן נשירה מוחלפת בדרך כלל על ידי premolar?,טוחנת נשירה
156,רפואת שיניים לילדים,legacy_156,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו pulpotomy?,הסרת המוך הכותרתי ושימור המוך הרדיקולרי החי במקרים מתאימים
157,רפואת שיניים לילדים,legacy_157,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו space maintainer?,מכשיר לשמירת מקום לאחר אובדן מוקדם של שן נשירה
158,רפואת שיניים לילדים,legacy_158,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה ממצא מחשיד להתעללות בילד?,פציעות בשלבי ריפוי שונים עם סיפור שאינו תואם
159,רפואת שיניים לילדים,legacy_159,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהי fluorosis?,היפומינרליזציה של אמייל עקב צריכת פלואוריד עודפת בזמן התפתחות השן
160,רפואת שיניים לילדים,legacy_160,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה משטר צחצוח מתאים לילד צעיר?,פעמיים ביום עם משחת פלואוריד בכמות מותאמת גיל ובהשגחת מבוגר
161,חוק ואתיקה,legacy_161,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו autonomy?,זכות המטופל לקבל החלטה מושכלת לגבי טיפול
162,חוק ואתיקה,legacy_162,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו beneficence?,פעולה לטובת המטופל
163,חוק ואתיקה,legacy_163,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו non-maleficence?,הימנעות מגרימת נזק
164,חוק ואתיקה,legacy_164,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו informed consent תקין?,"מידע על אבחנה, חלופות, סיכונים ותועלות והסכמה חופשית"
165,רפואת חולים מורכבים,legacy_165,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהי התרופה הראשונה ברוב מקרי anaphylaxis?,IM epinephrine
166,רפואת חולים מורכבים,legacy_166,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מטופל מפתח כאב חזה חשוד ל-angina במהלך טיפול. מהו צעד ראשוני מתאים?,"להפסיק טיפול, להושיב/להעריך ולתת nitroglycerin אם נרשם ומתאים"
167,רפואת חולים מורכבים,legacy_167,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו הטיפול הראשוני המקובל ב-syncope vasovagal במרפאת שיניים?,השכבה עם רגליים מורמות והערכת ABC
168,רפואת חולים מורכבים,legacy_168,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה ערך מעבדה משמש לניטור warfarin?,INR
169,רפואת חולים מורכבים,legacy_169,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזו תרופה אנטי-טסייתית נפוצה היא clopidogrel?,P2Y12 inhibitor
170,רפואת חולים מורכבים,legacy_170,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,האם יש להפסיק aspirin באופן שגרתי לפני עקירה פשוטה?,לא; ברוב המקרים ממשיכים ומשתמשים בהמוסטזיס מקומי
171,רפואת חולים מורכבים,legacy_171,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מתי אנטיביוטיקה סיסטמית נדרשת יותר בזיהום odontogenic?,כשיש סימנים סיסטמיים או התפשטות מעבר לאתר מקומי בנוסף ל-source control
172,רפואת חולים מורכבים,legacy_172,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהי תופעת לוואי חשובה של NSAIDs?,סיכון לדימום וגירוי/כיב GI ופגיעה כלייתית
173,רפואת חולים מורכבים,legacy_173,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,"איזה analgesic נחשב לרוב לבחירה בטוחה יותר במטופל עם סיכון מוגבר לדימום, אם אין התוויית נגד אחרת?",Acetaminophen
174,רפואת חולים מורכבים,legacy_174,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה סימן מתאים ל-hypoglycemia?,"הזעה, רעד, בלבול"
175,רפואת חולים מורכבים,legacy_175,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,"במטופל בהכרה עם hypoglycemia, מהו טיפול ראשוני?",מתן פחמימה/גלוקוז פומי מהיר ספיגה
176,רפואת חולים מורכבים,legacy_176,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה מדד משמש להערכת איזון סוכרת לאורך מספר חודשים?,HbA1c
177,חוק ואתיקה,legacy_177,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו עקרון justice באתיקה רפואית?,חלוקה הוגנת ושוויונית של טיפול ומשאבים
178,רדיולוגיה,legacy_178,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו עקרון ALARA בהדמיה דנטלית?,להשתמש במינון קרינה נמוך ככל שניתן להשיג באופן סביר
179,כירורגיה,legacy_179,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,איזה כלי משמש להפרדת ligament periodontal לפני עקירה אטראומטית?,Periotome
180,שיקום וסגר,legacy_180,needs_literature_check,False,שחזור בחינה או שאלת תרגול מהגרסה הקודמת,,מהו תפקיד indirect retainer בתותבת distal-extension?,להתנגד לסיבוב בסיס התותבת הרחק מהרקמות סביב קו ה-fulcrum
181,חולה מורכב ופרמקולוגיה,anticoag_continue,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,מטופל הנוטל warfarin בטווח טיפולי זקוק לעקירה פשוטה. מהי הגישה העקרונית?,ברוב המקרים להמשיך טיפול ולשלוט בדימום באמצעים מקומיים
182,חולה מורכב ופרמקולוגיה,anticoag_continue,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,בבחינת רישוי נשאלת השאלה הבאה: מטופל הנוטל warfarin בטווח טיפולי זקוק לעקירה פשוטה. מהי הגישה העקרונית?,ברוב המקרים להמשיך טיפול ולשלוט בדימום באמצעים מקומיים
183,חולה מורכב ופרמקולוגיה,anticoag_continue,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,"במקרה קליני מתאים, מטופל הנוטל warfarin בטווח טיפולי זקוק לעקירה פשוטה. מהי הגישה העקרונית?",ברוב המקרים להמשיך טיפול ולשלוט בדימום באמצעים מקומיים
184,חולה מורכב ופרמקולוגיה,anticoag_continue,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,בחר את התשובה הנכונה ביותר: מטופל הנוטל warfarin בטווח טיפולי זקוק לעקירה פשוטה. מהי הגישה העקרונית?,ברוב המקרים להמשיך טיפול ולשלוט בדימום באמצעים מקומיים
185,חולה מורכב ופרמקולוגיה,antiplatelet_stent,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,מטופל לאחר stent מקבל aspirin ו-clopidogrel ונדרש לטיפול דנטלי פולשני קטן. מה נכון?,לא להפסיק טיפול אנטי-טסייתי מוקדם; אם עולה שאלה יש להתייעץ עם הקרדיולוג
186,חולה מורכב ופרמקולוגיה,antiplatelet_stent,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,בבחינת רישוי נשאלת השאלה הבאה: מטופל לאחר stent מקבל aspirin ו-clopidogrel ונדרש לטיפול דנטלי פולשני קטן. מה נכון?,לא להפסיק טיפול אנטי-טסייתי מוקדם; אם עולה שאלה יש להתייעץ עם הקרדיולוג
187,חולה מורכב ופרמקולוגיה,antiplatelet_stent,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,"במקרה קליני מתאים, מטופל לאחר stent מקבל aspirin ו-clopidogrel ונדרש לטיפול דנטלי פולשני קטן. מה נכון?",לא להפסיק טיפול אנטי-טסייתי מוקדם; אם עולה שאלה יש להתייעץ עם הקרדיולוג
188,חולה מורכב ופרמקולוגיה,antiplatelet_stent,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,בחר את התשובה הנכונה ביותר: מטופל לאחר stent מקבל aspirin ו-clopidogrel ונדרש לטיפול דנטלי פולשני קטן. מה נכון?,לא להפסיק טיפול אנטי-טסייתי מוקדם; אם עולה שאלה יש להתייעץ עם הקרדיולוג
189,חולה מורכב ופרמקולוגיה,doac_minor,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,מטופל הנוטל apixaban זקוק לעקירת שן אחת ללא גורמי סיכון נוספים לדימום. מה העיקרון?,ברוב המקרים אין צורך לשנות את התרופה
190,חולה מורכב ופרמקולוגיה,doac_minor,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,בבחינת רישוי נשאלת השאלה הבאה: מטופל הנוטל apixaban זקוק לעקירת שן אחת ללא גורמי סיכון נוספים לדימום. מה העיקרון?,ברוב המקרים אין צורך לשנות את התרופה
191,חולה מורכב ופרמקולוגיה,doac_minor,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,"במקרה קליני מתאים, מטופל הנוטל apixaban זקוק לעקירת שן אחת ללא גורמי סיכון נוספים לדימום. מה העיקרון?",ברוב המקרים אין צורך לשנות את התרופה
192,חולה מורכב ופרמקולוגיה,doac_minor,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,בחר את התשובה הנכונה ביותר: מטופל הנוטל apixaban זקוק לעקירת שן אחת ללא גורמי סיכון נוספים לדימום. מה העיקרון?,ברוב המקרים אין צורך לשנות את התרופה
193,חולה מורכב ופרמקולוגיה,warfarin_monitor,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,איזו בדיקה משמשת לניטור השפעת warfarin?,INR
194,חולה מורכב ופרמקולוגיה,warfarin_monitor,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,בבחינת רישוי נשאלת השאלה הבאה: איזו בדיקה משמשת לניטור השפעת warfarin?,INR
195,חולה מורכב ופרמקולוגיה,warfarin_monitor,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,"במקרה קליני מתאים, איזו בדיקה משמשת לניטור השפעת warfarin?",INR
196,חולה מורכב ופרמקולוגיה,warfarin_monitor,verified_authoritative,True,"American Dental Association, Oral Anticoagulant and Antiplatelet Medications and Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/oral-anticoagulant-and-antiplatelet-medications-and-dental-procedures,בחר את התשובה הנכונה ביותר: איזו בדיקה משמשת לניטור השפעת warfarin?,INR
197,חולה מורכב ופרמקולוגיה,ie_highrisk,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,באיזה מטופל קיימת אינדיקציה טיפוסית לפרופילקסיס של infective endocarditis לפני טיפול דנטלי מתאים?,מסתם לב תותב
198,חולה מורכב ופרמקולוגיה,ie_highrisk,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,בבחינת רישוי נשאלת השאלה הבאה: באיזה מטופל קיימת אינדיקציה טיפוסית לפרופילקסיס של infective endocarditis לפני טיפול דנטלי מתאים?,מסתם לב תותב
199,חולה מורכב ופרמקולוגיה,ie_highrisk,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,"במקרה קליני מתאים, באיזה מטופל קיימת אינדיקציה טיפוסית לפרופילקסיס של infective endocarditis לפני טיפול דנטלי מתאים?",מסתם לב תותב
200,חולה מורכב ופרמקולוגיה,ie_highrisk,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,בחר את התשובה הנכונה ביותר: באיזה מטופל קיימת אינדיקציה טיפוסית לפרופילקסיס של infective endocarditis לפני טיפול דנטלי מתאים?,מסתם לב תותב
201,חולה מורכב ופרמקולוגיה,ie_procedure,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,"במטופל בעל אינדיקציה לפרופילקסיס IE, לאיזה טיפול דנטלי היא רלוונטית?","טיפול המערב מניפולציה של החניכיים או האזור הפריאפיקלי, או פרפורציה של המוקוזה"
202,חולה מורכב ופרמקולוגיה,ie_procedure,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,"בבחינת רישוי נשאלת השאלה הבאה: במטופל בעל אינדיקציה לפרופילקסיס IE, לאיזה טיפול דנטלי היא רלוונטית?","טיפול המערב מניפולציה של החניכיים או האזור הפריאפיקלי, או פרפורציה של המוקוזה"
203,חולה מורכב ופרמקולוגיה,ie_procedure,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,"במקרה קליני מתאים, במטופל בעל אינדיקציה לפרופילקסיס IE, לאיזה טיפול דנטלי היא רלוונטית?","טיפול המערב מניפולציה של החניכיים או האזור הפריאפיקלי, או פרפורציה של המוקוזה"
204,חולה מורכב ופרמקולוגיה,ie_procedure,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,"בחר את התשובה הנכונה ביותר: במטופל בעל אינדיקציה לפרופילקסיס IE, לאיזה טיפול דנטלי היא רלוונטית?","טיפול המערב מניפולציה של החניכיים או האזור הפריאפיקלי, או פרפורציה של המוקוזה"
205,חולה מורכב ופרמקולוגיה,ie_missed,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,מטופל עם אינדיקציה לפרופילקסיס IE שכח ליטול את האנטיביוטיקה לפני הפעולה. מה ניתן לעשות לפי ההנחיות?,ניתן לתת עד שעתיים לאחר הפעולה אם המנה לא ניתנה קודם
206,חולה מורכב ופרמקולוגיה,ie_missed,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,בבחינת רישוי נשאלת השאלה הבאה: מטופל עם אינדיקציה לפרופילקסיס IE שכח ליטול את האנטיביוטיקה לפני הפעולה. מה ניתן לעשות לפי ההנחיות?,ניתן לתת עד שעתיים לאחר הפעולה אם המנה לא ניתנה קודם
207,חולה מורכב ופרמקולוגיה,ie_missed,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,"במקרה קליני מתאים, מטופל עם אינדיקציה לפרופילקסיס IE שכח ליטול את האנטיביוטיקה לפני הפעולה. מה ניתן לעשות לפי ההנחיות?",ניתן לתת עד שעתיים לאחר הפעולה אם המנה לא ניתנה קודם
208,חולה מורכב ופרמקולוגיה,ie_missed,verified_authoritative,True,"American Dental Association / AHA, Antibiotic Prophylaxis Prior to Dental Procedures",https://www.ada.org/resources/ada-library/oral-health-topics/antibiotic-prophylaxis,בחר את התשובה הנכונה ביותר: מטופל עם אינדיקציה לפרופילקסיס IE שכח ליטול את האנטיביוטיקה לפני הפעולה. מה ניתן לעשות לפי ההנחיות?,ניתן לתת עד שעתיים לאחר הפעולה אם המנה לא ניתנה קודם
209,חולה מורכב ופרמקולוגיה,mronj_risk,verified_authoritative,True,"American Dental Association, Osteoporosis Medications and MRONJ",https://www.ada.org/resources/ada-library/oral-health-topics/osteoporosis-medications,איזה מצב מעלה במיוחד את הסיכון ל-MRONJ?,טיפול אנטירזורפטיבי במינון אונקולוגי גבוה
210,חולה מורכב ופרמקולוגיה,mronj_risk,verified_authoritative,True,"American Dental Association, Osteoporosis Medications and MRONJ",https://www.ada.org/resources/ada-library/oral-health-topics/osteoporosis-medications,בבחינת רישוי נשאלת השאלה הבאה: איזה מצב מעלה במיוחד את הסיכון ל-MRONJ?,טיפול אנטירזורפטיבי במינון אונקולוגי גבוה
211,חולה מורכב ופרמקולוגיה,mronj_risk,verified_authoritative,True,"American Dental Association, Osteoporosis Medications and MRONJ",https://www.ada.org/resources/ada-library/oral-health-topics/osteoporosis-medications,"במקרה קליני מתאים, איזה מצב מעלה במיוחד את הסיכון ל-MRONJ?",טיפול אנטירזורפטיבי במינון אונקולוגי גבוה
212,חולה מורכב ופרמקולוגיה,mronj_risk,verified_authoritative,True,"American Dental Association, Osteoporosis Medications and MRONJ",https://www.ada.org/resources/ada-library/oral-health-topics/osteoporosis-medications,בחר את התשובה הנכונה ביותר: איזה מצב מעלה במיוחד את הסיכון ל-MRONJ?,טיפול אנטירזורפטיבי במינון אונקולוגי גבוה
213,חולה מורכב ופרמקולוגיה,mronj_holiday,verified_authoritative,True,"American Dental Association, Osteoporosis Medications and MRONJ",https://www.ada.org/resources/ada-library/oral-health-topics/osteoporosis-medications,מטופלת מקבלת bisphosphonate פומי לאוסטאופורוזיס. מה נכון לגבי drug holiday לפני טיפול דנטלי?,אין ראיות מספיקות להמליץ באופן שגרתי על drug holiday למניעת MRONJ
